,Place Overall,Place Gender,Name (CTZ),BIB,Division,HALF,Finish
40826,40791,17732,"Espina, Alyanna (USA)",68762,30-34,02:33:46,05:24:44
40827,40792,17733,"Olszewski, Robyn (USA)",60308,40-44,02:40:03,05:24:45
40828,40793,22946,"Knapp, Martin (USA)",63375,65-69,02:30:51,05:24:46
40829,40794,22947,"Lee, James (USA)",66570,60-64,02:28:28,05:24:47
40830,40795,22948,"Richardson, Zachary (USA)",62811,30-34,02:43:25,05:24:47
40831,40796,17734,"Fischer, Kathryn (USA)",41872,40-44,02:42:30,05:24:47
40832,40797,17735,"Magana, Judith (USA)",52452,50-54,02:32:44,05:24:49
40833,40798,22949,"Ortlieb, Michael (USA)",52532,50-54,02:25:12,05:24:49
40834,40799,17736,"D'Agostino, Greta (USA)",56043,40-44,02:30:03,05:24:49
40835,40800,17737,"Powers, Marsophia (USA)",60218,40-44,02:38:29,05:24:49
40836,40801,17738,"Fay, Jenny (USA)",53990,40-44,02:30:03,05:24:49
40837,40802,22950,"Sinovich, James (USA)",36852,35-39,02:25:45,05:24:49
40838,40803,17739,"Alaraj, Deena (USA)",54097,30-34,02:27:02,05:24:50
40839,40804,17740,"White, Kristin (USA)",67735,30-34,02:36:39,05:24:50
40840,40805,22951,"Klinglesmith, Todd (USA)",48206,50-54,02:20:04,05:24:50
40841,40806,17741,"Aloise, Colleen (USA)",48591,45-49,02:42:11,05:24:50
40842,40807,22952,"Arteaga, Conrad (USA)",36651,40-44,02:26:57,05:24:51
40843,40808,17742,"Smith, Von (USA)",63157,45-49,02:34:31,05:24:51
40844,40809,22953,"Goodrich, Andrew (USA)",68545,40-44,02:22:28,05:24:51
40845,40810,17743,"Wolter, Danyle (USA)",68246,35-39,02:36:54,05:24:53
40846,40811,22954,"VanPuymbroeck, Brad (CAN)",52262,35-39,02:26:23,05:24:53
40847,40812,22955,"Misra, Abhijit (USA)",47958,40-44,02:33:25,05:24:53
40848,40813,22956,"Jurkovic, Ivan (USA)",57622,25-29,02:16:46,05:24:53
40849,40814,17744,"Paulson, Emma (CAN)",59254,30-34,02:25:08,05:24:53
40850,40815,17745,"Acheson, Leannn (CAN)",62214,50-54,02:36:19,05:24:53
40851,40816,22957,"Pope, Joseph (USA)",64455,55-59,02:20:46,05:24:54
40852,40817,22958,"Sweeney, Michael (USA)",56268,40-44,02:26:12,05:24:58
40853,40818,22959,"McDonald, Tim (USA)",31684,50-54,02:21:44,05:24:59
40854,40819,17746,"Hatlen, Kaaren (USA)",58578,30-34,02:35:46,05:24:59
40855,40820,17747,"Huffman, Janelle (USA)",59803,25-29,02:35:40,05:24:59
40856,40821,22960,"Chennavajjala, Srinivas (USA)",66651,55-59,02:36:48,05:24:59
40857,40822,22961,"Agrawala, Ashutosh (IND)",47057,30-34,02:32:44,05:25:00
40858,40823,17748,"McEneaney, Jacinta (IRL)",30360,60-64,02:34:31,05:25:00
40859,40824,17749,"Ogden, Patti (USA)",54857,55-59,02:29:45,05:25:01
40860,40825,17750,"Kelley, Celeste (USA)",52543,30-34,02:30:56,05:25:02
40861,40826,17751,"Draut, Laurie (USA)",66299,35-39,02:26:30,05:25:03
40862,40827,17752,"Scranton, Anne (USA)",12717,55-59,02:25:29,05:25:04
40863,40828,17753,"Sauriol, Denise (USA)",31484,55-59,02:36:56,05:25:04
40864,40829,22962,"Carden, Brian (USA)",23991,25-29,02:02:17,05:25:04
40865,40830,22963,"Rogov, Nick (CAN)",31425,40-44,02:19:54,05:25:04
40866,40831,22964,"Rogers, Richard (USA)",64243,30-34,02:28:05,05:25:04
40867,40832,17754,"Berkey Hanson, Suzanne (USA)",35727,30-34,02:31:50,05:25:05
40868,40833,17755,"Maitlen, Tianne (USA)",55892,45-49,02:39:04,05:25:05
40869,40834,17756,"Farris, Jill (USA)",67450,55-59,02:27:37,05:25:05
40870,40835,22965,"Haley, Hunter (USA)",16886,30-34,02:33:50,05:25:05
40871,40836,17757,"Avalos, Veronica (ECU)",62608,45-49,02:39:59,05:25:06
40872,40837,17758,"Goode, Meghan (USA)",56006,25-29,02:32:31,05:25:06
40873,40838,17759,"Davenport, Chandler (USA)",68467,25-29,02:30:56,05:25:06
40874,40839,17760,"Zone, Eimear (IRL)",48849,50-54,02:35:39,05:25:06
40875,40840,22966,"Caraballo, Samuel (USA)",15079,45-49,02:24:50,05:25:07
40876,40841,17761,"Luna, Rafaela (USA)",39689,45-49,02:30:05,05:25:08
40877,40842,22967,"Vallone, Frank (USA)",64324,35-39,02:43:34,05:25:08
40878,40843,22968,"Fajkus, Timothy (USA)",56637,40-44,02:29:49,05:25:08
40879,40844,22969,"Wagner, Kurt (USA)",49016,65-69,02:31:00,05:25:09
40880,40845,22970,"Bukhshtaber, Zachary (USA)",55675,25-29,02:18:58,05:25:10
40881,40846,22971,"Moy, Anthony (USA)",37509,55-59,02:32:40,05:25:11
40882,40847,17762,"Zwaan, Fiona (NED)",44658,45-49,02:22:42,05:25:12
40883,40848,22972,"Alamsyah, Ruby (INA)",62032,45-49,02:30:45,05:25:12
40884,40849,17763,"Merkel, Loula (USA)",64392,45-49,02:25:01,05:25:13
40885,40850,22973,"Sanchez, Michael (USA)",35969,50-54,02:43:39,05:25:13
40886,40851,22974,"Wong, Chuan Kuang (BRU)",9513,40-44,02:45:34,05:25:13
40887,40852,17764,"Underwood, Mullin (USA)",58472,20-24,02:31:02,05:25:14
40888,40853,22975,"Gilboy, Ryan (USA)",67774,25-29,02:24:37,05:25:14
40889,40854,22976,"Cronin, Conor (USA)",49539,20-24,02:19:00,05:25:15
40890,40855,17765,"Le, Ann (USA)",66022,35-39,02:41:36,05:25:15
40891,40856,17766,"Rathman, Brittany (USA)",55894,30-34,02:40:11,05:25:15
40892,40857,17767,"Povsner, Laura (USA)",45863,50-54,02:26:37,05:25:16
40893,40858,22977,"Nieves, Eric (PUR)",65844,40-44,02:12:32,05:25:16
40894,40859,17768,"Munoz, Maria (USA)",51352,45-49,02:39:09,05:25:16
40895,40860,22978,"Moldovan, Ciprian (GBR)",29504,45-49,02:29:40,05:25:16
40896,40861,22979,"Longley, Michael (USA)",67749,40-44,02:30:53,05:25:17
40897,40862,17769,"Sullivan, Irina (USA)",64491,40-44,02:44:18,05:25:17
40898,40863,17770,"Brindis, Blanca (MEX)",40901,45-49,02:35:26,05:25:17
40899,40864,17771,"Bauer, Emma (USA)",49593,20-24,02:35:11,05:25:17
40900,40865,17772,"Crawford, Katherine (AUS)",52561,50-54,02:27:43,05:25:17
40901,40866,22980,"Logan, Matthew (USA)",57392,50-54,02:23:50,05:25:18
40902,40867,17773,"Skisak, Eileen (USA)",45710,60-64,02:29:41,05:25:18
40903,40868,17774,"Zeng, Hong (USA)",49091,55-59,02:26:36,05:25:18
40904,40869,17775,"Dejanovic, Andela (SRB)",55426,25-29,02:19:07,05:25:19
40905,40870,17776,"Lopez Vertiz, Martha Beatriz (MEX)",24859,55-59,02:34:12,05:25:19
40906,40871,17777,"Ornelas, Nadia (MEX)",24861,45-49,02:34:12,05:25:20
40907,40872,17778,"Baena Ruiz, Nelly Vanessa (MEX)",24860,40-44,02:34:12,05:25:20
40908,40873,17779,"Perez, Dankery (USA)",66161,35-39,02:36:39,05:25:20
40909,40874,17780,"Tu, Chin Wen (TPE)",52828,55-59,02:15:55,05:25:21
40910,40875,17781,"Barrientos, Sandra (USA)",56809,55-59,02:34:28,05:25:21
40911,40876,17782,"Krell, Alexis (USA)",67154,30-34,02:32:57,05:25:22
40912,40877,17783,"Duque, Aurea (USA)",47867,50-54,02:36:40,05:25:22
40913,40878,17784,"Inokuchi, Seiko (JPN)",34610,55-59,02:10:20,05:25:23
40914,40879,17785,"Camacho, Monica (USA)",60633,40-44,02:34:32,05:25:23
40915,40880,17786,"Burns, Lisa (USA)",57056,50-54,02:43:35,05:25:24
40916,40881,22981,"Shook, Carl (USA)",54336,40-44,02:39:05,05:25:24
40917,40882,22982,"Pigatto, Jake (USA)",56194,25-29,02:18:58,05:25:24
40918,40883,22983,"Watson, Spencer (USA)",52493,40-44,02:37:32,05:25:24
40919,40884,22984,"Shiba, Yasuhiro (JPN)",64044,55-59,02:27:05,05:25:25
40920,40885,22985,"Coulter, Daniel (USA)",18921,30-34,02:21:18,05:25:25
40921,40886,22986,"Lancaster, Todd (USA)",58549,50-54,02:32:04,05:25:25
40922,40887,22987,"Wieczorek, Waclaw (POL)",61020,70-74,02:34:51,05:25:26
40923,40888,17787,"Lubas, Anna (POL)",61021,40-44,02:34:51,05:25:26
40924,40889,17788,"McNerney, Christine (CAN)",52782,35-39,02:31:54,05:25:26
40925,40890,17789,"Mitchell, Ashley (USA)",55838,20-24,02:35:27,05:25:26
40926,40891,17790,"Sanchez Laya, Ana (VEN)",49161,30-34,02:36:45,05:25:26
40927,40892,17791,"Twardosz, Jenn (USA)",47187,40-44,02:45:14,05:25:27
40928,40893,22988,"Chiavelli, John (USA)",63205,25-29,02:27:16,05:25:29
40929,40894,17792,"Liebermann, Elizabeth (USA)",35881,30-34,02:26:17,05:25:29
40930,40895,22989,"Castaneda Aleman, David Hernan (MEX)",40740,40-44,02:34:39,05:25:30
40931,40896,22990,"Levine, Russell (USA)",1955,60-64,02:11:26,05:25:30
40932,40897,17793,"Matheson, Jane (GBR)",59584,65-69,02:35:35,05:25:30
40933,40898,17794,"Matheson, Vicki (GBR)",59563,40-44,02:35:35,05:25:30
40934,40899,22991,"Quintana, Gabriel (USA)",37568,25-29,02:17:55,05:25:31
40935,40900,17795,"Zerilli, Beth (USA)",55636,50-54,02:43:35,05:25:31
40936,40901,22992,"McCaffrey, James (USA)",54266,30-34,02:25:50,05:25:32
40937,40902,22993,"Dupuis, Mike (CAN)",52800,40-44,02:23:20,05:25:32
40938,40903,17796,"Palma, Lauren (USA)",57635,35-39,02:34:24,05:25:32
40939,40904,22994,"Corripio, Alvaro (ESP)",52918,25-29,02:22:15,05:25:35
40940,40905,17797,"Hoffman, Lizzie (USA)",60866,40-44,02:31:54,05:25:35
40941,40906,17798,"Bruce, Samantha (USA)",64239,35-39,02:38:57,05:25:35
40942,40907,22995,"Zurisk, John (USA)",52285,55-59,02:31:17,05:25:35
40943,40908,17799,"Kalo, Judit (HUN)",62048,45-49,02:32:42,05:25:36
40944,40909,22996,"Dean, Scott (USA)",67779,55-59,02:29:37,05:25:36
40945,40910,17800,"Warrian, Alison (CAN)",59285,45-49,02:45:33,05:25:36
40946,40911,22997,"Anderson, Austin (USA)",49059,25-29,02:43:10,05:25:36
40947,40912,17801,"Kateeba, Joseline (UGA)",62105,45-49,02:18:23,05:25:36
40948,40913,22998,"Surya, Ivan (INA)",34562,50-54,02:27:25,05:25:36
40949,40914,17802,"Street, Sherry (AUS)",4796,40-44,02:31:15,05:25:37
40950,40915,17803,"Wang, Xuechun (CHN)",53045,25-29,02:37:40,05:25:38
40951,40916,17804,"Nelson, Madelyn (USA)",60954,25-29,02:31:40,05:25:38
40952,40917,17805,"Nail, Donna (USA)",43975,60-64,02:31:45,05:25:39
40953,40919,17807,"Goodman, Keth (USA)",47414,45-49,02:26:43,05:25:40
40954,40920,22999,"Pagan, Sam (USA)",47190,55-59,02:25:19,05:25:40
40955,40921,17808,"Baek, Sue Jean (USA)",36480,40-44,02:25:19,05:25:40
40956,40922,23000,"Darrah, John (USA)",27515,55-59,02:31:46,05:25:40
40957,40923,23001,"Torres, Danilo (USA)",48838,50-54,02:25:18,05:25:41
40958,40924,23002,"Levy, Robert (USA)",52129,50-54,02:29:48,05:25:41
40959,40925,23003,"Mittal, Abhishek (NED)",46653,40-44,02:36:27,05:25:41
40960,40926,17809,"Inguito, Marinela (USA)",63564,50-54,02:37:28,05:25:41
40961,40927,23004,"Roth, Christopher (USA)",48148,40-44,02:21:08,05:25:41
40962,40928,23005,"Collyer, Evan (USA)",56255,35-39,02:26:18,05:25:41
40963,40929,17810,"Sabatier, Frances (USA)",59196,35-39,02:33:25,05:25:42
40964,40930,17811,"Zhang, Paige (CAN)",62259,30-34,02:40:01,05:25:44
40965,40931,17812,"Molina, Joceline (USA)",68563,25-29,02:36:13,05:25:44
40966,40932,17813,"Mulvee, Kate (USA)",57501,35-39,02:36:28,05:25:44
40967,40933,23006,"Wimmer, Gerhard (AUT)",62020,65-69,02:43:08,05:25:45
40968,40934,17814,"Garvey, Erica (USA)",64492,40-44,02:33:08,05:25:45
40969,40935,23007,"Mendoza, Christian (USA)",48930,20-24,02:22:36,05:25:45
40970,40936,23008,"Malhotra, Hemant (USA)",60727,40-44,02:33:33,05:25:45
40971,40937,23009,"Nowacki, Michael (USA)",38341,50-54,02:20:52,05:25:45
40972,40938,23010,"Gutierrez Soto, Jorge (CHI)",28198,35-39,02:23:20,05:25:45
40973,40939,17815,"Miller, Marcia (USA)",54087,35-39,02:40:24,05:25:46
40974,40940,17816,"Delaney, Lauren (USA)",68831,35-39,02:32:20,05:25:46
40975,40941,17817,"Smith, Anne (GBR)",50935,50-54,02:31:34,05:25:47
40976,40942,17818,"Selig, Sarah (AUS)",58043,25-29,02:20:24,05:25:47
40977,40943,17819,"Boland, Kellie (USA)",48882,50-54,02:39:11,05:25:48
40978,40944,17820,"Rajendran, Harini (IND)",50365,30-34,02:31:10,05:25:48
40979,40945,23011,"Zahn, Kyle (USA)",43982,35-39,02:41:59,05:25:49
40980,40946,17821,"Flaatten, Eline (NOR)",39199,30-34,02:31:40,05:25:49
40981,40947,17822,"Crowe, Mackenzi (USA)",30301,25-29,02:18:12,05:25:49
40982,40948,17823,"Kiplinger, Caroline (USA)",56109,25-29,02:24:06,05:25:49
40983,40949,17824,"Davis, Erin (USA)",41848,40-44,02:27:08,05:25:50
40984,40950,23012,"Rost, Jan Van Wyk De Vries (RSA)",61087,45-49,02:30:23,05:25:51
40985,40951,23013,"Huang, Ching-Ho (TPE)",52048,70-74,02:35:38,05:25:51
40986,40952,17825,"Husada, Indriati (INA)",53097,45-49,02:45:47,05:25:53
40987,40953,17826,"Tunnell, Desiree (USA)",56636,30-34,02:28:44,05:25:53
40988,40954,17827,"Hamilton, Laura (USA)",60635,45-49,02:30:49,05:25:53
40989,40955,17828,"Castro Huesca, Yolanda (USA)",52284,45-49,02:31:15,05:25:55
40990,40956,17829,"Rivera, Elizabeth (USA)",60855,55-59,02:15:25,05:25:56
40991,40957,23014,"Lopez, Giancarlo (USA)",54395,45-49,02:31:02,05:25:56
40992,40958,17830,"Garza, Angeles (USA)",43278,40-44,02:29:16,05:25:56
40993,40959,23015,"Rosko, Jake (USA)",64342,25-29,02:20:37,05:25:57
40994,40960,23016,"Eustice, John (USA)",61063,45-49,02:26:35,05:25:59
40995,40961,17831,"Bagaya, Aidah (UGA)",29351,35-39,02:25:31,05:25:59
40996,40962,17832,"Scott-Green, Zoe (GBR)",11753,35-39,02:36:57,05:26:00
40997,40963,17833,"Mauricio, Maria (USA)",47478,40-44,02:38:31,05:26:00
40998,40964,23017,"Ferrel, David (USA)",64328,30-34,02:20:39,05:26:01
40999,40965,17834,"Li, Wei (CHN)",52832,55-59,02:30:35,05:26:01
41000,40966,17835,"Inglesi, Andrea (CHI)",49871,40-44,02:33:30,05:26:01
41001,40967,17836,"Travis, Gwen (USA)",43872,50-54,02:28:19,05:26:02
41002,40968,17837,"Barajas, Elizabeth (USA)",67453,30-34,02:42:18,05:26:02
41003,40969,23018,"Richter, Caleb (USA)",50558,25-29,02:27:52,05:26:02
41004,40970,17838,"Kim, Uncha (USA)",60195,70-74,02:19:50,05:26:02
41005,40971,17839,"Scherf, Ashley (USA)",43871,20-24,02:28:19,05:26:03
41006,40972,17840,"Holman, Julie (USA)",39587,65-69,02:35:13,05:26:03
41007,40973,23019,"Abellanosa, Orville II (PHI)",67087,25-29,02:44:16,05:26:03
41008,40974,23020,"Yoshida, Victor (CAN)",40235,65-69,02:18:52,05:26:03
41009,40975,23021,"Damjanic, Igor (CRO)",25186,50-54,02:30:46,05:26:03
41010,40976,17841,"Dominguez, Brittney (USA)",44445,25-29,02:37:08,05:26:03
41011,40977,17842,"Teichmann, Kerstin (GER)",40463,50-54,02:30:46,05:26:04
41012,40978,17843,"Biesecker, Morgan (USA)",50544,35-39,02:37:57,05:26:04
41013,40979,17844,"Debo, Sara (USA)",50545,35-39,02:37:56,05:26:04
41014,40980,17845,"Coleman, Amber (USA)",63719,45-49,02:34:26,05:26:04
41015,40981,23022,"Debo, George (USA)",50546,40-44,02:37:56,05:26:04
41016,40982,17846,"McShane, Kelsey (USA)",54271,30-34,02:21:30,05:26:05
41017,40983,23023,"Hahn, Ethan (USA)",68731,25-29,02:25:16,05:26:05
41018,40984,23024,"Roy, Patrick (USA)",63570,30-34,02:29:32,05:26:06
41019,40985,17847,"Ortega Zepeda, Erika (MEX)",53217,45-49,02:14:19,05:26:06
41020,40986,17848,"Bearer, Jessica (USA)",31654,45-49,02:01:47,05:26:06
41021,40987,17849,"Kaplan, Mara (USA)",49497,45-49,02:30:12,05:26:06
41022,40988,17850,"Galvani, Sara (BRA)",62209,55-59,02:34:54,05:26:06
41023,40989,23025,"Sinha, Rohit (USA)",14852,50-54,02:25:17,05:26:07
41024,40990,17851,"Pantoja, Marlene (USA)",44443,45-49,02:37:08,05:26:07
41025,40991,23026,"Sanchez, Juan (MEX)",42079,45-49,02:13:42,05:26:07
41026,40992,23027,"Artreche, Markus (USA)",49417,35-39,02:24:18,05:26:07
41027,40993,17852,"Jackson, Laura (USA)",18924,25-29,02:38:15,05:26:08
41028,40994,23028,"Martins, Patrick (GER)",52985,30-34,02:35:55,05:26:08
41029,40995,23029,"Gonzalez, Armando (USA)",63867,45-49,02:32:45,05:26:08
41030,40996,17853,"Swiatla-Wojcik, Dorota (POL)",62433,65-69,02:38:02,05:26:09
41031,40997,17854,"Carpenter, Erica (USA)",57780,35-39,02:47:13,05:26:09
41032,40998,17855,"Caylor, Nicole (USA)",33919,40-44,02:19:22,05:26:10
41033,40999,17856,"Dillen, Kim (USA)",12058,50-54,02:32:33,05:26:10
41034,41000,17857,"Alonzo, Ivy (PHI)",68029,25-29,02:46:48,05:26:10
41035,41001,23030,"Leclair, Don (USA)",35338,40-44,02:20:41,05:26:11
41036,41002,23031,"Belocura, Roy (PHI)",48964,40-44,02:26:29,05:26:11
41037,41003,23032,"Fazio, Daniel (USA)",33316,35-39,02:23:53,05:26:12
41038,41004,17858,"Fazio, Leanna (USA)",31231,35-39,02:23:53,05:26:12
41039,41005,23033,"Hohn, Jeffrey (USA)",55634,50-54,02:24:32,05:26:12
41040,Place Overall,Place Gender,Name (CTZ),BIB,Division,HALF,Finish
41041,41006,17859,"Jurczyszyn, Lauren (USA)",60603,25-29,02:38:05,05:26:13
41042,41007,17860,"Mantilla, Andrea (COL)",46260,45-49,02:27:21,05:26:13
41043,41008,23034,"Sturgeon, Steve (USA)",52056,60-64,02:34:28,05:26:14
41044,41009,17861,"Hefner, Erica (USA)",62719,40-44,02:38:35,05:26:14
41045,41010,17862,"Brettmann, Katie (USA)",64035,25-29,02:38:33,05:26:15
41046,41011,23035,"Salinas, Francisco (MEX)",34788,40-44,02:25:51,05:26:16
41047,41012,23036,"Arguelles, Manuel (MEX)",48566,35-39,02:33:09,05:26:16
41048,41013,17863,"Hanaoka, Stephanie (USA)",38190,25-29,02:13:12,05:26:16
41049,41014,23037,"Hanaoka, Chad (USA)",38189,25-29,02:13:12,05:26:17
41050,41015,17864,"Cuevas, Angela (DOM)",40366,30-34,02:43:42,05:26:18
41051,41016,17865,"Venn, Chantel (AUS)",33634,50-54,02:29:30,05:26:18
41052,41017,17866,"Demumbra, Sofia (USA)",63417,40-44,02:20:26,05:26:19
41053,41018,17867,"Nauta, Kelsey (USA)",56995,30-34,02:31:27,05:26:19
41054,41019,17868,"Houlne, Lauren (USA)",55621,30-34,02:29:00,05:26:21
41055,41020,17869,"Gonzalez, Sarah (USA)",47233,40-44,02:20:06,05:26:21
41056,41021,17870,"Hamilton, Melissa (USA)",55522,40-44,02:36:49,05:26:21
41057,41022,17871,"Albright, Erin (USA)",27413,20-24,02:41:09,05:26:23
41058,41023,23038,"Pine, Michael (USA)",60480,35-39,02:35:03,05:26:23
41059,41024,17872,"Dobronevskaya, Daniela (ITA)",29543,20-24,02:34:44,05:26:24
41060,41025,23039,"Marquis, Edouard (USA)",60941,60-64,02:34:26,05:26:24
41061,41026,23040,"Luecke, Ronald (GER)",60891,60-64,02:41:10,05:26:24
41062,41027,23041,"Erdman, Dylan (USA)",44258,25-29,01:59:58,05:26:25
41063,41028,17873,"Vo, Tuyen (USA)",63045,45-49,02:31:20,05:26:25
41064,41029,23042,"Lin, Huachung (CHN)",59529,55-59,02:15:34,05:26:26
41065,41030,17874,"Dunn, Margaret (USA)",60942,65-69,02:34:28,05:26:26
41066,41031,23043,"Dickson, Ronald (USA)",49156,45-49,02:32:37,05:26:26
41067,41032,23044,"Bengtson, Claus (DEN)",28312,50-54,02:06:47,05:26:26
41068,41033,23045,"Gonzalez, Carlos (VEN)",32290,45-49,02:50:52,05:26:26
41069,41034,17875,"Profeta, Alison (USA)",55115,25-29,02:43:26,05:26:28
41070,41035,23046,"Webb, Duncan (CAN)",46228,50-54,02:11:29,05:26:28
41071,41036,17876,"Mayorga, Andrea (USA)",51279,25-29,02:29:29,05:26:28
41072,41037,17877,"Klasnich, Chelsey (USA)",52058,35-39,02:26:47,05:26:29
41073,41038,17878,"Lema, Juana (USA)",39869,50-54,02:21:03,05:26:29
41074,41039,23047,"Jacobs, Mike (USA)",420,40-44,02:29:33,05:26:30
41075,41040,17879,"Albert, Jennifer (USA)",63325,40-44,02:23:03,05:26:31
41076,41041,23048,"Nobrega, Victor (BRA)",32696,40-44,02:30:31,05:26:31
41077,41042,17880,"Skaats, Kait (USA)",48886,25-29,02:35:48,05:26:33
41078,41043,17881,"Kelly, Rebekka (USA)",41932,30-34,02:23:28,05:26:33
41079,41044,23049,"Okeefe, Ryan (USA)",47677,30-34,02:34:22,05:26:34
41080,41045,17882,"Martinez, Juana (USA)",44190,50-54,02:28:43,05:26:34
41081,41046,23050,"Baldwin, Patrick (USA)",55012,40-44,02:18:50,05:26:34
41082,41047,23051,"Arst, Gregg (USA)",60375,45-49,02:24:58,05:26:34
41083,41048,23052,"Tanlu, Louie (PHI)",53421,45-49,02:41:55,05:26:34
41084,41049,23053,"Jackson, Nathan (GBR)",50875,35-39,02:28:56,05:26:35
41085,41050,23054,"Andrieu, Eric (FRA)",45144,55-59,02:23:34,05:26:35
41086,41051,17883,"Jackson, Erin (USA)",68750,40-44,02:35:52,05:26:36
41087,41052,17884,"Law, Suk Man (HKG)",62320,40-44,02:29:01,05:26:36
41088,41053,17885,"Neumeister, Megan (USA)",57757,45-49,02:40:28,05:26:37
41089,41054,17886,"Woodford, Taylor (USA)",59194,25-29,02:32:53,05:26:37
41090,41055,23055,"Gibala, William (USA)",59050,35-39,02:33:51,05:26:38
41091,41056,17887,"Wilson, Ann (IRL)",53622,55-59,02:28:35,05:26:39
41092,41057,17888,"LeBlanc, Shannon (USA)",59731,55-59,02:42:56,05:26:39
41093,41058,23056,"Harvey, Josh (USA)",38576,25-29,02:17:30,05:26:40
41094,41059,17889,"Gaines, Crystal (USA)",48006,40-44,02:39:24,05:26:40
41095,41060,23057,"Bhula, Nandu (RSA)",59522,50-54,02:26:31,05:26:40
41096,41061,17890,"Knapp, Kristin (USA)",62947,35-39,02:34:39,05:26:41
41097,41062,17891,"Lydon, Kelly (USA)",39352,30-34,02:42:47,05:26:41
41098,41063,17892,"Ledbetter, Danielle (USA)",56606,35-39,02:25:51,05:26:42
41099,41064,17893,"Chilton, Grace (USA)",57219,20-24,02:41:21,05:26:42
41100,41065,23058,"Yang, Yiqun (CHN)",19975,45-49,02:12:09,05:26:43
41101,41066,17894,"Airozo, Ellen (USA)",52451,25-29,02:32:47,05:26:43
41102,41067,17895,"De los reyes, Angelica (USA)",66416,25-29,02:49:22,05:26:43
41103,41068,17896,"Hernandez, Nadia (MEX)",54016,35-39,02:25:20,05:26:44
41104,41069,17897,"Martel, Nathalia (MEX)",62393,35-39,02:32:55,05:26:45
41105,41070,23059,"Chan, Tik Fai Simon (HKG)",53053,45-49,02:27:52,05:26:46
41106,41071,17898,"Gomez, Karla (MEX)",40846,20-24,02:41:11,05:26:47
41107,41072,23060,"Levine, Jayson (USA)",35878,35-39,02:26:29,05:26:47
41108,41073,23061,"Shukla, Ankit (IND)",43498,30-34,02:24:52,05:26:47
41109,41074,23062,"Ziemba, Chris (USA)",51680,50-54,02:25:45,05:26:48
41110,41075,17899,"Watt, Mabel (CAN)",59258,40-44,02:27:55,05:26:49
41111,41076,17900,"Siregar, Fatma (INA)",53100,45-49,02:42:57,05:26:50
41112,41077,23063,"Pate, Jonathon (USA)",48984,40-44,02:24:39,05:26:50
41113,41078,17901,"Holt, Jocelyn (USA)",64186,45-49,02:38:22,05:26:50
41114,41079,17902,"Quirk, Michele (USA)",42776,30-34,02:41:52,05:26:51
41115,41080,17903,"Alexander, Jay Ell (USA)",48711,35-39,02:24:33,05:26:51
41116,41081,17904,"Magazzù, Tina (ITA)",50030,55-59,02:46:10,05:26:52
41117,41082,23064,"Dennison, Brian (USA)",55898,45-49,02:36:07,05:26:52
41118,41083,23065,"Harley, Steven (USA)",15602,55-59,02:26:02,05:26:53
41119,41084,23066,"Marotta, Filippo (ITA)",49634,45-49,02:46:10,05:26:53
41120,41085,23067,"Medrano, Julian (USA)",44075,35-39,02:26:03,05:26:53
41121,41086,17905,"Raak, Erin (USA)",57542,35-39,02:34:04,05:26:53
41122,41087,23068,"Shapiro, Josh (USA)",62085,40-44,02:36:35,05:26:53
41123,41088,23069,"Richards, Benjamin (USA)",44632,25-29,02:12:34,05:26:53
41124,41089,23070,"Rubin, Jacob (USA)",43938,25-29,02:12:34,05:26:53
41125,41090,23071,"Maruyama, Minoru (JPN)",47987,50-54,02:21:26,05:26:54
41126,41091,23072,"Medrano, Ruben (USA)",44082,70-74,02:26:05,05:26:55
41127,41092,17906,"Loncar, Jessica (USA)",58205,25-29,02:36:49,05:26:55
41128,41093,23073,"Giovingo, Michael (USA)",49353,40-44,02:27:01,05:26:55
41129,41094,17907,"Rivas, Catalina (USA)",59956,50-54,02:28:07,05:26:55
41130,41095,17908,"Padilla, Ana (MEX)",61403,35-39,02:31:35,05:26:55
41131,41096,17909,"Bates, Julie (USA)",47984,25-29,02:36:13,05:26:56
41132,41097,23074,"Ivan, Joseph (USA)",45677,45-49,02:36:40,05:26:57
